x,p
47.0509,10718
47.0804,10718.3
47.1099,10718.6
47.1394,10718.8
47.1689,10719.1
47.1985,10719.4
47.228,10719.6
47.2575,10719.8
47.287,10720.1
47.3166,10720.3
47.3461,10720.5
47.3756,10720.7
47.4051,10720.9
47.4347,10721.1
47.4642,10721.3
47.4937,10721.5
47.5232,10721.7
47.5527,10721.8
47.5823,10722
47.6118,10722.2
47.6413,10722.4
47.6708,10722.5
47.7004,10722.7
47.7299,10722.8
47.7594,10723
47.7889,10723.1
47.8185,10723.2
47.848,10723.3
47.8775,10723.4
47.907,10723.4
47.9365,10723.5
47.9661,10723.5
47.9956,10723.5
48.0251,10723.5
48.0546,10723.5
48.0842,10723.5
48.1137,10723.4
48.1432,10723.4
48.1727,10723.3
48.2023,10723.2
48.2318,10723.1
48.2613,10722.9
48.2908,10722.8
48.3203,10722.7
48.3499,10722.5
48.3794,10722.4
48.4089,10722.2
48.4384,10722.1
48.468,10721.9
48.4975,10721.7
48.527,10721.5
48.5565,10721.4
48.586,10721
48.6156,10721
48.6451,10720.9
48.6746,10720.8
48.7041,10720.6
48.7337,10720.5
48.7632,10720.4
48.7927,10720.4
48.8222,10720.4
48.8518,10720.4
48.8813,10720.3
48.9108,10720.4
48.9403,10720.5
48.9698,10720.7
48.9994,10720.8
49.0289,10720.9
49.0584,10721.1
49.0879,10721.4
49.1175,10721.7
49.147,10722
49.1765,10722.2
49.206,10722.5
49.2356,10722.9
49.2651,10723.3
49.2946,10723.7
49.3241,10724
49.3536,10724.4
49.3832,10724.8
49.4127,10725.3
49.4422,10725.7
49.4717,10726.1
49.5013,10726.5
49.5308,10726.9
49.5603,10727.4
49.5898,10727.8
49.6194,10728.2
49.6489,10728.6
49.6784,10729
49.7079,10729.4
49.7374,10729.8
49.767,10730.2
49.7965,10730.6
49.826,10730.9
49.8555,10731.2
49.8851,10731.5
49.9146,10731.8
49.9441,10732.1
49.9736,10732.3
50.0032,10732.5
50.0327,10732.6
50.0622,10732.8
50.0917,10732.9
50.1212,10733
50.1508,10733
50.1803,10733
50.2098,10733
50.2393,10733
50.2689,10732.9
50.2984,10732.8
50.3279,10732.6
50.3574,10732.5
50.3869,10732.3
50.4165,10732.2
50.446,10732
50.4755,10731.8
50.505,10731.7
50.5346,10731.5
50.5641,10731.3
50.5936,10731
50.6231,10730.8
50.6527,10730.5
50.6822,10730.2
50.7117,10729.9
50.7412,10729.7
50.7707,10729.5
50.8003,10729.2
50.8298,10729
50.8593,10728.8
50.8888,10728.7
50.9184,10728.6
50.9479,10728.6
50.9774,10728.6
51.0069,10728.5
